all_sig_categories	Freq
NEGATIVE REGULATION OF LYMPHOCYTE PROLIFERATION%GOBP%GO:0050672	14
NEGATIVE REGULATION OF MAP KINASE ACTIVITY%GOBP%GO:0043407	14
NEGATIVE REGULATION OF MONONUCLEAR CELL PROLIFERATION%GOBP%GO:0032945	14
ORGANIC HYDROXY COMPOUND TRANSPORT%GOBP%GO:0015850	14
PLACENTA DEVELOPMENT%GOBP%GO:0001890	14
POSITIVE REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043547	14
POSITIVE REGULATION OF T CELL DIFFERENTIATION%GOBP%GO:0045582	14
POSITIVE REGULATION OF TRANSMEMBRANE RECEPTOR PROTEIN SERINE/THREONINE KINASE SIGNALING PATHWAY%GOBP%GO:0090100	14
POSITIVE REGULATION OF TRANSMEMBRANE TRANSPORT%GOBP%GO:0034764	14
REGULATION OF CELL KILLING%GOBP%GO:0031341	14
REGULATION OF COAGULATION%GOBP%GO:0050818	14
REGULATION OF COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 63%977606	14
REGULATION OF CYTOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0001959	14
REGULATION OF DENDRITE DEVELOPMENT%GOBP%GO:0050773	14
REGULATION OF MONONUCLEAR CELL MIGRATION%GOBP%GO:0071675	14
REGULATION OF MORPHOGENESIS OF AN EPITHELIUM%GOBP%GO:1905330	14
REGULATION OF PROTEIN KINASE B SIGNALING%GOBP%GO:0051896	14
REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903426	14
REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002831	14
REGULATION OF STEROID METABOLIC PROCESS%GOBP%GO:0019218	14
RENAL TUBULE MORPHOGENESIS%GOBP%GO:0061333	14
RESPONSE TO XENOBIOTIC STIMULUS%GOBP%GO:0009410	14
RNA PROCESSING%GOBP%GO:0006396	14
SEMAPHORIN INTERACTIONS%REACTOME DATABASE ID RELEASE 63%373755	14
SIGNALING BY WNT%REACTOME DATABASE ID RELEASE 63%195721	14
STEROID HYDROXYLASE ACTIVITY%GOMF%GO:0008395	14
STEROL METABOLIC PROCESS%GOBP%GO:0016125	14
TRANSMISSION ACROSS CHEMICAL SYNAPSES%REACTOME DATABASE ID RELEASE 63%112315	14
TRANSPORTER COMPLEX%GOCC%GO:1990351	14
TUBULIN BINDING%GOMF%GO:0015631	14
VIRAL MRNA TRANSLATION%REACTOME DATABASE ID RELEASE 63%192823	14
ACTIN-BASED CELL PROJECTION%GOCC%GO:0098858	13
ACTIVE TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0022804	13
ANTIBACTERIAL HUMORAL RESPONSE%GOBP%GO:0019731	13
BCR SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BCR SIGNALING PATHWAY	13
BETA2 INTEGRIN CELL SURFACE INTERACTIONS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%BETA2 INTEGRIN CELL SURFACE INTERACTIONS	13
BLOOD COAGULATION%GOBP%GO:0007596	13
BRUSH BORDER%GOCC%GO:0005903	13
CARBOHYDRATE HOMEOSTASIS%GOBP%GO:0033500	13
CARDIAC VENTRICLE MORPHOGENESIS%GOBP%GO:0003208	13
CELLULAR RESPONSE TO PEPTIDE HORMONE STIMULUS%GOBP%GO:0071375	13
CHEMOKINE-MEDIATED SIGNALING PATHWAY%GOBP%GO:0070098	13
CHEMOKINE ACTIVITY%GOMF%GO:0008009	13
CHOLESTEROL METABOLIC PROCESS%GOBP%GO:0008203	13
COAGULATION%GOBP%GO:0050817	13
CYTOPLASMIC VESICLE PART%GOCC%GO:0044433	13
CYTOSKELETAL REGULATION BY RHO GTPASE%PANTHER PATHWAY%P00016	13
DEVELOPMENTAL CELL GROWTH%GOBP%GO:0048588	13
DEVELOPMENTAL MATURATION%GOBP%GO:0021700	13
DIENCEPHALON DEVELOPMENT%GOBP%GO:0021536	13
DOUBLE-STRANDED RNA BINDING%GOMF%GO:0003725	13
EAR MORPHOGENESIS%GOBP%GO:0042471	13
ELASTIC FIBRE FORMATION%REACTOME DATABASE ID RELEASE 63%1566948	13
ENDODERM DEVELOPMENT%GOBP%GO:0007492	13
ERYTHROCYTE HOMEOSTASIS%GOBP%GO:0034101	13
EXTRACELLULAR MATRIX STRUCTURAL CONSTITUENT%GOMF%GO:0005201	13
GLUCOSE HOMEOSTASIS%GOBP%GO:0042593	13
HALLMARK_UNFOLDED_PROTEIN_RESPONSE%MSIGDB_C2%HALLMARK_UNFOLDED_PROTEIN_RESPONSE	13
HEMOSTASIS%GOBP%GO:0007599	13
HOST CELL CYTOPLASM PART%GOCC%GO:0033655	13
HOST CELL CYTOPLASM%GOCC%GO:0030430	13
IL12 SIGNALING MEDIATED BY STAT4%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL12 SIGNALING MEDIATED BY STAT4	13
IL2-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2-MEDIATED SIGNALING EVENTS	13
INORGANIC CATION TRANSMEMBRANE TRANSPORT%GOBP%GO:0098662	13
LIVER DEVELOPMENT%GOBP%GO:0001889	13
LONG-CHAIN FATTY ACID METABOLIC PROCESS%GOBP%GO:0001676	13
MESENCHYMAL CELL DEVELOPMENT%GOBP%GO:0014031	13
METABOLISM OF VITAMINS AND COFACTORS%REACTOME DATABASE ID RELEASE 63%196854	13
MHC CLASS II ANTIGEN PRESENTATION%REACTOME DATABASE ID RELEASE 63%2132295	13
MONOCARBOXYLIC ACID BINDING%GOMF%GO:0033293	13
NEGATIVE REGULATION OF BLOOD VESSEL MORPHOGENESIS%GOBP%GO:2000181	13
NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:0043154	13
NEGATIVE REGULATION OF EXTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001237	13
NEGATIVE REGULATION OF ION TRANSPORT%GOBP%GO:0043271	13
NEGATIVE REGULATION OF MYELOID CELL DIFFERENTIATION%GOBP%GO:0045638	13
NEGATIVE REGULATION OF VIRAL PROCESS%GOBP%GO:0048525	13
NEPHRON TUBULE DEVELOPMENT%GOBP%GO:0072080	13
NEURAL CREST CELL DIFFERENTIATION%GOBP%GO:0014033	13
NEURON PROJECTION EXTENSION%GOBP%GO:1990138	13
ORGANIC HYDROXY COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:1901617	13
PID_BETA_CATENIN_NUC_PATHWAY%MSIGDB_C2%PID_BETA_CATENIN_NUC_PATHWAY	13
PID_IL12_STAT4_PATHWAY%MSIGDB_C2%PID_IL12_STAT4_PATHWAY	13
PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY	13
PID_INTEGRIN2_PATHWAY%MSIGDB_C2%PID_INTEGRIN2_PATHWAY	13
PLASMA MEMBRANE RECEPTOR COMPLEX%GOCC%GO:0098802	13
POSITIVE REGULATION OF CALCIUM ION TRANSPORT%GOBP%GO:0051928	13
POSITIVE REGULATION OF DNA BINDING TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0051091	13
POSITIVE REGULATION OF LIPID LOCALIZATION%GOBP%GO:1905954	13
POSITIVE REGULATION OF PRODUCTION OF MOLECULAR MEDIATOR OF IMMUNE RESPONSE%GOBP%GO:0002702	13
POSITIVE REGULATION OF PROTEIN COMPLEX ASSEMBLY%GOBP%GO:0031334	13
POSITIVE REGULATION OF PROTEIN LOCALIZATION TO NUCLEUS%GOBP%GO:1900182	13
POSITIVE REGULATION OF PROTEOLYSIS%GOBP%GO:0045862	13
POSTSYNAPTIC MEMBRANE%GOCC%GO:0045211	13
REGULATION OF BLOOD COAGULATION%GOBP%GO:0030193	13
REGULATION OF CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0006109	13
REGULATION OF CARTILAGE DEVELOPMENT%GOBP%GO:0061035	13
REGULATION OF CELLULAR CARBOHYDRATE METABOLIC PROCESS%GOBP%GO:0010675	13
REGULATION OF CELLULAR KETONE METABOLIC PROCESS%GOBP%GO:0010565	13
REGULATION OF G-PROTEIN COUPLED RECEPTOR PROTEIN SIGNALING PATHWAY%GOBP%GO:0008277	13
REGULATION OF GLIOGENESIS%GOBP%GO:0014013	13
REGULATION OF HEMOSTASIS%GOBP%GO:1900046	13
REGULATION OF LIPASE ACTIVITY%GOBP%GO:0060191	13
REGULATION OF LYMPHOCYTE APOPTOTIC PROCESS%GOBP%GO:0070228	13
REGULATION OF MITOTIC CELL CYCLE PHASE TRANSITION%GOBP%GO:1901990	13
REGULATION OF MITOTIC NUCLEAR DIVISION%GOBP%GO:0007088	13
REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%REGULATION OF NUCLEAR BETA CATENIN SIGNALING AND TARGET GENE TRANSCRIPTION	13
REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046822	13
REGULATION OF NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:0006140	13
REGULATION OF PURINE NUCLEOTIDE METABOLIC PROCESS%GOBP%GO:1900542	13
REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000241	13
REGULATION OF RESPONSE TO CYTOKINE STIMULUS%GOBP%GO:0060759	13
REGULATION OF SMALL GTPASE MEDIATED SIGNAL TRANSDUCTION%GOBP%GO:0051056	13
RESPONSE TO INTERFERON-BETA%GOBP%GO:0035456	13
RESPONSE TO TRANSFORMING GROWTH FACTOR BETA%GOBP%GO:0071559	13
SARCOMERE ORGANIZATION%GOBP%GO:0045214	13
SECONDARY ALCOHOL METABOLIC PROCESS%GOBP%GO:1902652	13
SYMBIONT-CONTAINING VACUOLE%GOCC%GO:0020003	13
TISSUE MIGRATION%GOBP%GO:0090130	13
TRANSCRIPTIONAL REPRESSOR ACTIVITY, RNA POLYMERASE II TRANSCRIPTION REGULATORY REGION SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0001227	13
URETERIC BUD DEVELOPMENT%GOBP%GO:0001657	13
VENTRICULAR CARDIAC MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0003229	13
ACTIVATING TRANSCRIPTION FACTOR BINDING%GOMF%GO:0033613	12
ACTIVATION OF PROTEIN KINASE ACTIVITY%GOBP%GO:0032147	12
ACTIVATION OF THE MRNA UPON BINDING OF THE CAP-BINDING COMPLEX AND EIFS, AND SUBSEQUENT BINDING TO 43S%REACTOME DATABASE ID RELEASE 63%72662	12
ADENYL NUCLEOTIDE BINDING%GOMF%GO:0030554	12
ANKYRIN BINDING%GOMF%GO:0030506	12
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0019886	12
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002495	12
ANTIGEN PROCESSING AND PRESENTATION OF PEPTIDE OR POLYSACCHARIDE ANTIGEN VIA MHC CLASS II%GOBP%GO:0002504	12
BIOCARTA_NKT_PATHWAY%MSIGDB_C2%BIOCARTA_NKT_PATHWAY	12
CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0060070	12
CELLULAR PROCESS INVOLVED IN REPRODUCTION IN MULTICELLULAR ORGANISM%GOBP%GO:0022412	12
CELLULAR RESPONSE TO ACID CHEMICAL%GOBP%GO:0071229	12
CELLULAR RESPONSE TO INTERFERON-BETA%GOBP%GO:0035458	12
CELLULAR RESPONSE TO TRANSFORMING GROWTH FACTOR BETA STIMULUS%GOBP%GO:0071560	12
CHROMATIN ASSEMBLY OR DISASSEMBLY%GOBP%GO:0006333	12
CHROMATIN ASSEMBLY%GOBP%GO:0031497	12
CORE PROMOTER SEQUENCE-SPECIFIC DNA BINDING%GOMF%GO:0001046	12
ENDOPEPTIDASE ACTIVITY%GOMF%GO:0004175	12
ENDOPLASMIC RETICULUM MEMBRANE%GOCC%GO:0005789	12
ENDOPLASMIC RETICULUM SUBCOMPARTMENT%GOCC%GO:0098827	12
EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0009913	12
EPITHELIAL CELL MIGRATION%GOBP%GO:0010631	12
EPITHELIUM MIGRATION%GOBP%GO:0090132	12
ERYTHROCYTE DEVELOPMENT%GOBP%GO:0048821	12
ERYTHROCYTE DIFFERENTIATION%GOBP%GO:0030218	12
FACTORS INVOLVED IN MEGAKARYOCYTE DEVELOPMENT AND PLATELET PRODUCTION%REACTOME DATABASE ID RELEASE 63%983231	12
FATTY ACID DERIVATIVE METABOLIC PROCESS%GOBP%GO:1901568	12
G2 M TRANSITION%REACTOME DATABASE ID RELEASE 63%69275	12
GENERATION OF PRECURSOR METABOLITES AND ENERGY%GOBP%GO:0006091	12
GROWTH FACTOR ACTIVITY%GOMF%GO:0008083	12
HEPATICOBILIARY SYSTEM DEVELOPMENT%GOBP%GO:0061008	12
HOST CELL PART%GOCC%GO:0033643	12
HOST CELL%GOCC%GO:0043657	12
HOST INTRACELLULAR PART%GOCC%GO:0033646	12
HOST%GOCC%GO:0018995	12
IL3%NETPATH%IL3	12
IL4-MEDIATED SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL4-MEDIATED SIGNALING EVENTS	12
INTRACELLULAR REGION OF HOST%GOCC%GO:0043656	12
INTRACELLULAR TRANSPORT%GOBP%GO:0046907	12
KIDNEY MORPHOGENESIS%GOBP%GO:0060993	12
LIPID CATABOLIC PROCESS%GOBP%GO:0016042	12
LYMPHOCYTE ACTIVATION INVOLVED IN IMMUNE RESPONSE%GOBP%GO:0002285	12
MAINTENANCE OF CELL NUMBER%GOBP%GO:0098727	12
MAJOR PATHWAY OF RRNA PROCESSING IN THE NUCLEOLUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 63%6791226	12
MECHANOSENSITIVE CATION CHANNEL ACTIVITY%GOMF%GO:0140135	12
MITOTIC ANAPHASE%REACTOME%R-HSA-68882.2	12
MITOTIC G2-G2 M PHASES%REACTOME%R-HSA-453274.2	12
MODIFICATION OF MORPHOLOGY OR PHYSIOLOGY OF OTHER ORGANISM INVOLVED IN SYMBIOTIC INTERACTION%GOBP%GO:0051817	12
MOLECULAR ADAPTOR ACTIVITY%GOMF%GO:0060090	12
MOTOR ACTIVITY%GOMF%GO:0003774	12
MUSCLE MYOSIN COMPLEX%GOCC%GO:0005859	12
MYELOID CELL DEVELOPMENT%GOBP%GO:0061515	12
MYELOID CELL HOMEOSTASIS%GOBP%GO:0002262	12
MYOSIN COMPLEX%GOCC%GO:0016459	12
MYOSIN II COMPLEX%GOCC%GO:0016460	12
NEGATIVE REGULATION OF ANGIOGENESIS%GOBP%GO:0016525	12
NEGATIVE REGULATION OF CANONICAL WNT SIGNALING PATHWAY%GOBP%GO:0090090	12
NEGATIVE REGULATION OF CYSTEINE-TYPE ENDOPEPTIDASE ACTIVITY%GOBP%GO:2000117	12
NEGATIVE REGULATION OF SYNAPTIC TRANSMISSION%GOBP%GO:0050805	12
NEGATIVE REGULATION OF VIRAL LIFE CYCLE%GOBP%GO:1903901	12
NEUROTRANSMITTER TRANSPORT%GOBP%GO:0006836	12
NUCLEAR OUTER MEMBRANE-ENDOPLASMIC RETICULUM MEMBRANE NETWORK%GOCC%GO:0042175	12
NUCLEOSOME ORGANIZATION%GOBP%GO:0034728	12
ORGANONITROGEN COMPOUND CATABOLIC PROCESS%GOBP%GO:1901565	12
PEPTIDASE ACTIVITY, ACTING ON L-AMINO ACID PEPTIDES%GOMF%GO:0070011	12
PHOSPHORIC ESTER HYDROLASE ACTIVITY%GOMF%GO:0042578	12
PI3K AKT SIGNALING%REACTOME DATABASE ID RELEASE 63%1257604	12
PID_FOXM1_PATHWAY%MSIGDB_C2%PID_FOXM1_PATHWAY	12
PID_MYC_REPRESS_PATHWAY%MSIGDB_C2%PID_MYC_REPRESS_PATHWAY	12
PLASMA MEMBRANE RAFT%GOCC%GO:0044853	12
POSITIVE REGULATION OF AXONOGENESIS%GOBP%GO:0050772	12
POSITIVE REGULATION OF CELL GROWTH%GOBP%GO:0030307	12
POSITIVE REGULATION OF CYTOSKELETON ORGANIZATION%GOBP%GO:0051495	12
POSITIVE REGULATION OF ION TRANSMEMBRANE TRANSPORT%GOBP%GO:0034767	12
POSITIVE REGULATION OF MUSCLE ORGAN DEVELOPMENT%GOBP%GO:0048636	12
POSITIVE REGULATION OF NITRIC OXIDE BIOSYNTHETIC PROCESS%GOBP%GO:0045429	12
POSITIVE REGULATION OF NITRIC OXIDE METABOLIC PROCESS%GOBP%GO:1904407	12
POSITIVE REGULATION OF NUCLEOCYTOPLASMIC TRANSPORT%GOBP%GO:0046824	12
POSITIVE REGULATION OF REACTIVE OXYGEN SPECIES BIOSYNTHETIC PROCESS%GOBP%GO:1903428	12
POSITIVE REGULATION OF STRESS-ACTIVATED PROTEIN KINASE SIGNALING CASCADE%GOBP%GO:0070304	12
POSITIVE REGULATION OF STRIATED MUSCLE TISSUE DEVELOPMENT%GOBP%GO:0045844	12
PROTEIN-DNA COMPLEX SUBUNIT ORGANIZATION%GOBP%GO:0071824	12
PROTEIN LOCALIZATION TO MEMBRANE%GOBP%GO:0072657	12
REACTIVE OXYGEN SPECIES METABOLIC PROCESS%GOBP%GO:0072593	12
REGULATION OF ACTIN FILAMENT ORGANIZATION%GOBP%GO:0110053	12
REGULATION OF EPITHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:1904035	12
REGULATION OF INTERLEUKIN-1 PRODUCTION%GOBP%GO:0032652	12
REGULATION OF MICROTUBULE-BASED PROCESS%GOBP%GO:0032886	12
RENAL TUBULE DEVELOPMENT%GOBP%GO:0061326	12
RIBOSOMAL SCANNING AND START CODON RECOGNITION%REACTOME%R-HSA-72702.3	12
RIBOSOME ASSEMBLY%GOBP%GO:0042255	12
RNA POLYMERASE II TRANSCRIPTION FACTOR BINDING%GOMF%GO:0001085	12
RRNA PROCESSING IN THE NUCLEUS AND CYTOSOL%REACTOME%R-HSA-8868773.2	12
RRNA PROCESSING%REACTOME DATABASE ID RELEASE 63%72312	12
SARCOPLASM%GOCC%GO:0016528	12
SENSORY PERCEPTION OF MECHANICAL STIMULUS%GOBP%GO:0050954	12
SITE OF POLARIZED GROWTH%GOCC%GO:0030427	12
SLC-MEDIATED TRANSMEMBRANE TRANSPORT%REACTOME%R-HSA-425407.2	12
SPINDLE ORGANIZATION%GOBP%GO:0007051	12
TRANSFERASE COMPLEX%GOCC%GO:1990234	12
TRANSLATION INITIATION COMPLEX FORMATION%REACTOME DATABASE ID RELEASE 63%72649	12
TRANSMEMBRANE RECEPTOR PROTEIN KINASE ACTIVITY%GOMF%GO:0019199	12
VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL REPRESSION%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%VALIDATED TARGETS OF C-MYC TRANSCRIPTIONAL REPRESSION	12
ACTIN FILAMENT BINDING%GOMF%GO:0051015	11
ACTIN FILAMENT ORGANIZATION%GOBP%GO:0007015	11
ALPHA-AMINO ACID METABOLIC PROCESS%GOBP%GO:1901605	11
ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046631	11
ALZHEIMER DISEASE-PRESENILIN PATHWAY%PANTHER PATHWAY%P00004	11
ANION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOMF%GO:0008509	11
ANTIGEN ACTIVATES B CELL RECEPTOR (BCR) LEADING TO GENERATION OF SECOND MESSENGERS%REACTOME%R-HSA-983695.1	11
ATPASE ACTIVITY, COUPLED%GOMF%GO:0042623	11
CADHERIN SIGNALING PATHWAY%PANTHER PATHWAY%P00012	11
CALCIUM ION TRANSPORT%GOBP%GO:0006816	11
CARBOHYDRATE METABOLISM%REACTOME%R-HSA-71387.6	11
CARDIAC SEPTUM MORPHOGENESIS%GOBP%GO:0060411	11
CCR CHEMOKINE RECEPTOR BINDING%GOMF%GO:0048020	11
CELLULAR RESPONSE TO CALCIUM ION%GOBP%GO:0071277	11
CELLULAR RESPONSE TO NUTRIENT LEVELS%GOBP%GO:0031669	11
CHONDROCYTE DIFFERENTIATION%GOBP%GO:0002062	11
CLUSTER OF ACTIN-BASED CELL PROJECTIONS%GOCC%GO:0098862	11
COLUMNAR/CUBOIDAL EPITHELIAL CELL DIFFERENTIATION%GOBP%GO:0002065	11
CORONARY VASCULATURE DEVELOPMENT%GOBP%GO:0060976	11
CXCR4%IOB%CXCR4	11
DNA METABOLIC PROCESS%GOBP%GO:0006259	11
DNA PACKAGING COMPLEX%GOCC%GO:0044815	11
DRUG TRANSPORT%GOBP%GO:0015893	11
EMBRYONIC EPITHELIAL TUBE FORMATION%GOBP%GO:0001838	11
ENHANCER BINDING%GOMF%GO:0035326	11
EPITHELIAL TUBE FORMATION%GOBP%GO:0072175	11
FATTY ACID METABOLISM%REACTOME DATABASE ID RELEASE 63%8978868	11
FOREBRAIN GENERATION OF NEURONS%GOBP%GO:0021872	11
FOREBRAIN NEURON DIFFERENTIATION%GOBP%GO:0021879	11
FORMATION OF PRIMARY GERM LAYER%GOBP%GO:0001704	11
FORMATION OF THE TERNARY COMPLEX, AND SUBSEQUENTLY, THE 43S COMPLEX%REACTOME%R-HSA-72695.2	11
GLIAL CELL DEVELOPMENT%GOBP%GO:0021782	11
GLUCOCORTICOID RECEPTOR BINDING%GOMF%GO:0035259	11
GLYCEROLIPID CATABOLIC PROCESS%GOBP%GO:0046503	11
HALLMARK_MYC_TARGETS_V1%MSIGDB_C2%HALLMARK_MYC_TARGETS_V1	11
HEMOGLOBIN BINDING%GOMF%GO:0030492	11
ICOSANOID METABOLIC PROCESS%GOBP%GO:0006690	11
INTRACELLULAR SIGNALING BY SECOND MESSENGERS%REACTOME DATABASE ID RELEASE 63%9006925	11
INTRINSIC APOPTOTIC SIGNALING PATHWAY IN RESPONSE TO DNA DAMAGE%GOBP%GO:0008630	11
INTRINSIC APOPTOTIC SIGNALING PATHWAY%GOBP%GO:0097193	11
LYMPHOCYTE MIGRATION%GOBP%GO:0072676	11
MACROMOLECULE CATABOLIC PROCESS%GOBP%GO:0009057	11
MAST CELL ACTIVATION%GOBP%GO:0045576	11
MEMBRANE TRAFFICKING%REACTOME DATABASE ID RELEASE 63%199991	11
METABOLISM OF FAT-SOLUBLE VITAMINS%REACTOME DATABASE ID RELEASE 63%6806667	11
MICROTUBULE ASSOCIATED COMPLEX%GOCC%GO:0005875	11
MITOTIC METAPHASE AND ANAPHASE%REACTOME DATABASE ID RELEASE 63%2555396	11
MOLECULES ASSOCIATED WITH ELASTIC FIBRES%REACTOME%R-HSA-2129379.1	11
MORPHOGENESIS OF EMBRYONIC EPITHELIUM%GOBP%GO:0016331	11
MRNA BINDING%GOMF%GO:0003729	11
MULTI-MULTICELLULAR ORGANISM PROCESS%GOBP%GO:0044706	11
MYELOID LEUKOCYTE DIFFERENTIATION%GOBP%GO:0002573	11
NEGATIVE REGULATION OF IMMUNE EFFECTOR PROCESS%GOBP%GO:0002698	11
NEGATIVE REGULATION OF LEUKOCYTE APOPTOTIC PROCESS%GOBP%GO:2000107	11
NEGATIVE REGULATION OF MITOTIC CELL CYCLE%GOBP%GO:0045930	11
NEGATIVE REGULATION OF ORGANELLE ORGANIZATION%GOBP%GO:0010639	11
NEURON FATE COMMITMENT%GOBP%GO:0048663	11
NUCLEAR NUCLEOSOME%GOCC%GO:0000788	11
NUCLEOSIDE PHOSPHATE METABOLIC PROCESS%GOBP%GO:0006753	11
NUCLEOSOME ASSEMBLY%GOBP%GO:0006334	11
NUCLEOSOME%GOCC%GO:0000786	11
OXIDOREDUCTASE ACTIVITY, ACTING ON PAIRED DONORS, WITH INCORPORATION OR REDUCTION OF MOLECULAR OXYGEN, NAD(P)H AS ONE DONOR, AND INCORPORATION OF ONE ATOM OF OXYGEN%GOMF%GO:0016709	11
PID_IL4_2PATHWAY%MSIGDB_C2%PID_IL4_2PATHWAY	11
PID_TCR_PATHWAY%MSIGDB_C2%PID_TCR_PATHWAY	11
PLATELET-DERIVED GROWTH FACTOR BINDING%GOMF%GO:0048407	11
PLATELET ALPHA GRANULE%GOCC%GO:0031091	11
POSITIVE REGULATION OF ALPHA-BETA T CELL ACTIVATION%GOBP%GO:0046635	11
POSITIVE REGULATION OF ION TRANSMEMBRANE TRANSPORTER ACTIVITY%GOBP%GO:0032414	11
POSITIVE REGULATION OF MUSCLE TISSUE DEVELOPMENT%GOBP%GO:1901863	11
POSITIVE REGULATION OF SMOOTH MUSCLE CELL MIGRATION%GOBP%GO:0014911	11
POSITIVE REGULATION OF STEROID METABOLIC PROCESS%GOBP%GO:0045940	11
POSITIVE REGULATION OF SUPRAMOLECULAR FIBER ORGANIZATION%GOBP%GO:1902905	11
PPARA ACTIVATES GENE EXPRESSION%REACTOME%R-HSA-1989781.2	11
PURINE RIBONUCLEOSIDE TRIPHOSPHATE BINDING%GOMF%GO:0035639	11
REGENERATION%GOBP%GO:0031099	11
REGULATION OF BMP SIGNALING PATHWAY%GOBP%GO:0030510	11
REGULATION OF BONE REMODELING%GOBP%GO:0046850	11
REGULATION OF CHROMOSOME SEGREGATION%GOBP%GO:0051983	11
REGULATION OF ENDOTHELIAL CELL APOPTOTIC PROCESS%GOBP%GO:2000351	11
REGULATION OF GTPASE ACTIVITY%GOBP%GO:0043087	11
REGULATION OF INFLAMMATORY RESPONSE TO ANTIGENIC STIMULUS%GOBP%GO:0002861	11
REGULATION OF LIPID METABOLISM BY PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR ALPHA (PPARALPHA)%REACTOME DATABASE ID RELEASE 63%400206	11
REGULATION OF MORPHOGENESIS OF A BRANCHING STRUCTURE%GOBP%GO:0060688	11
REGULATION OF NUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0030808	11
REGULATION OF ORGANIC ACID TRANSPORT%GOBP%GO:0032890	11
REGULATION OF PHOSPHATIDYLINOSITOL 3-KINASE SIGNALING%GOBP%GO:0014066	11
REGULATION OF PROTEIN CATABOLIC PROCESS%GOBP%GO:0042176	11
REGULATION OF SEQUESTERING OF CALCIUM ION%GOBP%GO:0051282	11
REGULATION OF STRIATED MUSCLE CELL DIFFERENTIATION%GOBP%GO:0051153	11
REGULATION OF SYNAPTIC PLASTICITY%GOBP%GO:0048167	11
REGULATION OF TLR BY ENDOGENOUS LIGAND%REACTOME DATABASE ID RELEASE 63%5686938	11
REGULATION OF VIRAL GENOME REPLICATION%GOBP%GO:0045069	11
RESPONSE TO STILBENOID%GOBP%GO:0035634	11
RETINOID METABOLISM AND TRANSPORT%REACTOME%R-HSA-975634.2	11
SARCOPLASMIC RETICULUM%GOCC%GO:0016529	11
SEGMENTATION%GOBP%GO:0035282	11
SMALL MOLECULE CATABOLIC PROCESS%GOBP%GO:0044282	11
SPINDLE POLE%GOCC%GO:0000922	11
STRUCTURAL CONSTITUENT OF MUSCLE%GOMF%GO:0008307	11
T-TUBULE%GOCC%GO:0030315	11
TCF DEPENDENT SIGNALING IN RESPONSE TO WNT%REACTOME DATABASE ID RELEASE 63%201681	11
TNFALPHA%NETPATH%TNFALPHA	11
TRANSFORMING GROWTH FACTOR BETA RECEPTOR SIGNALING PATHWAY%GOBP%GO:0007179	11
UBIQUITIN PROTEIN LIGASE BINDING%GOMF%GO:0031625	11
ACTIN FILAMENT-BASED MOVEMENT%GOBP%GO:0030048	10
ACTIN FILAMENT BUNDLE%GOCC%GO:0032432	10
ADENYL RIBONUCLEOTIDE BINDING%GOMF%GO:0032559	10
